period,zone,scale,year,month,deviation
1975-02-01,1,1,1975,2,0.08
1975-03-01,1,1,1975,3,0.13
1975-04-01,1,1,1975,4,0.04
1975-05-01,1,1,1975,5,0.16
1975-06-01,1,1,1975,6,-0.01
1975-07-01,1,1,1975,7,-0.01
1975-08-01,1,1,1975,8,-0.17
1975-09-01,1,1,1975,9,-0.02
1975-10-01,1,1,1975,10,-0.11
1975-11-01,1,1,1975,11,-0.17
1975-12-01,1,1,1975,12,-0.17
1976-01-01,1,1,1976,1,-0.03
1976-02-01,1,1,1976,2,-0.06
1976-03-01,1,1,1976,3,-0.22
1976-04-01,1,1,1976,4,-0.07
1976-05-01,1,1,1976,5,-0.21
1976-06-01,1,1,1976,6,-0.12
1976-07-01,1,1,1976,7,-0.1
1976-08-01,1,1,1976,8,-0.12
1976-09-01,1,1,1976,9,-0.07
1976-10-01,1,1,1976,10,-0.24
1976-11-01,1,1,1976,11,-0.06
1976-12-01,1,1,1976,12,0.11
1977-01-01,1,1,1977,1,0.18
1977-02-01,1,1,1977,2,0.22
1977-03-01,1,1,1977,3,0.24
1977-04-01,1,1,1977,4,0.26
1977-05-01,1,1,1977,5,0.33
1977-06-01,1,1,1977,6,0.27
1977-07-01,1,1,1977,7,0.2
1977-08-01,1,1,1977,8,0.18
1977-09-01,1,1,1977,9,0.02
1977-10-01,1,1,1977,10,0.03
1977-11-01,1,1,1977,11,0.16
1977-12-01,1,1,1977,12,0.03
1978-01-01,1,1,1978,1,0.06
1978-02-01,1,1,1978,2,0.1
1978-03-01,1,1,1978,3,0.19
1978-04-01,1,1,1978,4,0.17
1978-05-01,1,1,1978,5,0.09
1978-06-01,1,1,1978,6,-0.01
1978-07-01,1,1,1978,7,0.04
1978-08-01,1,1,1978,8,-0.13
1978-09-01,1,1,1978,9,0.06
1978-10-01,1,1,1978,10,0.03
1978-11-01,1,1,1978,11,0.14
1978-12-01,1,1,1978,12,0.08
1979-01-01,1,1,1979,1,0.08
1979-02-01,1,1,1979,2,-0.1
1979-03-01,1,1,1979,3,0.19
1979-04-01,1,1,1979,4,0.15
1979-05-01,1,1,1979,5,0.04
1979-06-01,1,1,1979,6,0.14
1979-07-01,1,1,1979,7,0.04
1979-08-01,1,1,1979,8,0.17
1979-09-01,1,1,1979,9,0.25
1979-10-01,1,1,1979,10,0.26
1979-11-01,1,1,1979,11,0.29
1979-12-01,1,1,1979,12,0.48
1980-01-01,1,1,1980,1,0.3
1980-02-01,1,1,1980,2,0.39
1980-03-01,1,1,1980,3,0.3
1980-04-01,1,1,1980,4,0.3
1980-05-01,1,1,1980,5,0.35
1980-06-01,1,1,1980,6,0.21
1980-07-01,1,1,1980,7,0.22
1980-08-01,1,1,1980,8,0.19
1980-09-01,1,1,1980,9,0.2
1980-10-01,1,1,1980,10,0.13
1980-11-01,1,1,1980,11,0.3
1980-12-01,1,1,1980,12,0.22
1981-01-01,1,1,1981,1,0.53
1981-02-01,1,1,1981,2,0.42
1981-03-01,1,1,1981,3,0.48
1981-04-01,1,1,1981,4,0.32
1981-05-01,1,1,1981,5,0.25
1981-06-01,1,1,1981,6,0.29
1981-07-01,1,1,1981,7,0.32
1981-08-01,1,1,1981,8,0.35
1981-09-01,1,1,1981,9,0.15
1981-10-01,1,1,1981,10,0.12
1981-11-01,1,1,1981,11,0.23
1981-12-01,1,1,1981,12,0.41
1982-01-01,1,1,1982,1,0.05
1982-02-01,1,1,1982,2,0.16
1982-03-01,1,1,1982,3,0.03
1982-04-01,1,1,1982,4,0.15
1982-05-01,1,1,1982,5,0.18
1982-06-01,1,1,1982,6,0.06
1982-07-01,1,1,1982,7,0.15
1982-08-01,1,1,1982,8,0.04
1982-09-01,1,1,1982,9,0.14
1982-10-01,1,1,1982,10,0.13
1982-11-01,1,1,1982,11,0.18
1982-12-01,1,1,1982,12,0.43
1983-01-01,1,1,1983,1,0.53
1983-02-01,1,1,1983,2,0.43
1983-03-01,1,1,1983,3,0.42
1983-04-01,1,1,1983,4,0.28
1983-05-01,1,1,1983,5,0.34
1983-06-01,1,1,1983,6,0.22
1983-07-01,1,1,1983,7,0.18
1983-08-01,1,1,1983,8,0.36
1983-09-01,1,1,1983,9,0.37
1983-10-01,1,1,1983,10,0.17
1983-11-01,1,1,1983,11,0.3
1983-12-01,1,1,1983,12,0.17
1984-01-01,1,1,1984,1,0.31
1984-02-01,1,1,1984,2,0.14
1984-03-01,1,1,1984,3,0.26
1984-04-01,1,1,1984,4,0.06
1984-05-01,1,1,1984,5,0.33
1984-06-01,1,1,1984,6,0.02
1984-07-01,1,1,1984,7,0.19
1984-08-01,1,1,1984,8,0.19
1984-09-01,1,1,1984,9,0.21
1984-10-01,1,1,1984,10,0.14
1984-11-01,1,1,1984,11,0.07
1984-12-01,1,1,1984,12,-0.04
1985-01-01,1,1,1985,1,0.22
1985-02-01,1,1,1985,2,-0.04
1985-03-01,1,1,1985,3,0.17
1985-04-01,1,1,1985,4,0.12
1985-05-01,1,1,1985,5,0.14
1985-06-01,1,1,1985,6,0.15
1985-07-01,1,1,1985,7,0.04
1985-08-01,1,1,1985,8,0.17
1985-09-01,1,1,1985,9,0.13
1985-10-01,1,1,1985,10,0.12
1985-11-01,1,1,1985,11,0.05
1985-12-01,1,1,1985,12,0.14
1986-01-01,1,1,1986,1,0.26
1986-02-01,1,1,1986,2,0.37
1986-03-01,1,1,1986,3,0.3
1986-04-01,1,1,1986,4,0.22
1986-05-01,1,1,1986,5,0.21
1986-06-01,1,1,1986,6,0.12
1986-07-01,1,1,1986,7,0.11
1986-08-01,1,1,1986,8,0.16
1986-09-01,1,1,1986,9,0.03
1986-10-01,1,1,1986,10,0.15
1986-11-01,1,1,1986,11,0.1
1986-12-01,1,1,1986,12,0.13
1987-01-01,1,1,1987,1,0.32
1987-02-01,1,1,1987,2,0.43
1987-03-01,1,1,1987,3,0.18
1987-04-01,1,1,1987,4,0.24
1987-05-01,1,1,1987,5,0.25
1987-06-01,1,1,1987,6,0.35
1987-07-01,1,1,1987,7,0.4
1987-08-01,1,1,1987,8,0.25
1987-09-01,1,1,1987,9,0.35
1987-10-01,1,1,1987,10,0.33
1987-11-01,1,1,1987,11,0.29
1987-12-01,1,1,1987,12,0.46
1988-01-01,1,1,1988,1,0.57
1988-02-01,1,1,1988,2,0.44
1988-03-01,1,1,1988,3,0.51
1988-04-01,1,1,1988,4,0.43
1988-05-01,1,1,1988,5,0.44
1988-06-01,1,1,1988,6,0.4
1988-07-01,1,1,1988,7,0.33
1988-08-01,1,1,1988,8,0.39
1988-09-01,1,1,1988,9,0.37
1988-10-01,1,1,1988,10,0.38
1988-11-01,1,1,1988,11,0.12
1988-12-01,1,1,1988,12,0.29
1989-01-01,1,1,1989,1,0.13
1989-02-01,1,1,1989,2,0.3
1989-03-01,1,1,1989,3,0.36
1989-04-01,1,1,1989,4,0.29
1989-05-01,1,1,1989,5,0.17
1989-06-01,1,1,1989,6,0.17
1989-07-01,1,1,1989,7,0.34
1989-08-01,1,1,1989,8,0.33
1989-09-01,1,1,1989,9,0.34
1989-10-01,1,1,1989,10,0.29
1989-11-01,1,1,1989,11,0.2
1989-12-01,1,1,1989,12,0.37
1990-01-01,1,1,1990,1,0.41
1990-02-01,1,1,1990,2,0.44
1990-03-01,1,1,1990,3,0.8
1990-04-01,1,1,1990,4,0.56
1990-05-01,1,1,1990,5,0.45
1990-06-01,1,1,1990,6,0.37
1990-07-01,1,1,1990,7,0.45
1990-08-01,1,1,1990,8,0.34
1990-09-01,1,1,1990,9,0.23
1990-10-01,1,1,1990,10,0.44
1990-11-01,1,1,1990,11,0.46
1990-12-01,1,1,1990,12,0.4
1991-01-01,1,1,1991,1,0.43
1991-02-01,1,1,1991,2,0.49
1991-03-01,1,1,1991,3,0.35
1991-04-01,1,1,1991,4,0.51
1991-05-01,1,1,1991,5,0.34
1991-06-01,1,1,1991,6,0.53
1991-07-01,1,1,1991,7,0.47
1991-08-01,1,1,1991,8,0.39
1991-09-01,1,1,1991,9,0.44
1991-10-01,1,1,1991,10,0.29
1991-11-01,1,1,1991,11,0.29
1991-12-01,1,1,1991,12,0.32
1992-01-01,1,1,1992,1,0.47
1992-02-01,1,1,1992,2,0.4
1992-03-01,1,1,1992,3,0.48
1992-04-01,1,1,1992,4,0.27
1992-05-01,1,1,1992,5,0.31
1992-06-01,1,1,1992,6,0.26
1992-07-01,1,1,1992,7,0.08
1992-08-01,1,1,1992,8,0.08
1992-09-01,1,1,1992,9,-0.01
1992-10-01,1,1,1992,10,0.06
1992-11-01,1,1,1992,11,0.03
1992-12-01,1,1,1992,12,0.22
1993-01-01,1,1,1993,1,0.34
1993-02-01,1,1,1993,2,0.37
1993-03-01,1,1,1993,3,0.36
1993-04-01,1,1,1993,4,0.28
1993-05-01,1,1,1993,5,0.28
1993-06-01,1,1,1993,6,0.23
1993-07-01,1,1,1993,7,0.25
1993-08-01,1,1,1993,8,0.11
1993-09-01,1,1,1993,9,0.11
1993-10-01,1,1,1993,10,0.23
1993-11-01,1,1,1993,11,0.03
1993-12-01,1,1,1993,12,0.18
1994-01-01,1,1,1994,1,0.26
1994-02-01,1,1,1994,2,0.02
1994-03-01,1,1,1994,3,0.29
1994-04-01,1,1,1994,4,0.41
1994-05-01,1,1,1994,5,0.28
1994-06-01,1,1,1994,6,0.44
1994-07-01,1,1,1994,7,0.3
1994-08-01,1,1,1994,8,0.21
1994-09-01,1,1,1994,9,0.32
1994-10-01,1,1,1994,10,0.42
1994-11-01,1,1,1994,11,0.44
1994-12-01,1,1,1994,12,0.38
1995-01-01,1,1,1995,1,0.52
1995-02-01,1,1,1995,2,0.79
1995-03-01,1,1,1995,3,0.47
1995-04-01,1,1,1995,4,0.47
1995-05-01,1,1,1995,5,0.27
1995-06-01,1,1,1995,6,0.43
1995-07-01,1,1,1995,7,0.45
1995-08-01,1,1,1995,8,0.45
1995-09-01,1,1,1995,9,0.34
1995-10-01,1,1,1995,10,0.47
1995-11-01,1,1,1995,11,0.44
1995-12-01,1,1,1995,12,0.25
1996-01-01,1,1,1996,1,0.24
1996-02-01,1,1,1996,2,0.46
1996-03-01,1,1,1996,3,0.32
1996-04-01,1,1,1996,4,0.33
1996-05-01,1,1,1996,5,0.27
1996-06-01,1,1,1996,6,0.25
1996-07-01,1,1,1996,7,0.36
1996-08-01,1,1,1996,8,0.48
1996-09-01,1,1,1996,9,0.25
1996-10-01,1,1,1996,10,0.2
1996-11-01,1,1,1996,11,0.38
1996-12-01,1,1,1996,12,0.37
1997-01-01,1,1,1997,1,0.31
1997-02-01,1,1,1997,2,0.41
1997-03-01,1,1,1997,3,0.52
1997-04-01,1,1,1997,4,0.33
1997-05-01,1,1,1997,5,0.34
1997-06-01,1,1,1997,6,0.54
1997-07-01,1,1,1997,7,0.34
1997-08-01,1,1,1997,8,0.41
1997-09-01,1,1,1997,9,0.52
1997-10-01,1,1,1997,10,0.61
1997-11-01,1,1,1997,11,0.64
1997-12-01,1,1,1997,12,0.59
1998-01-01,1,1,1998,1,0.58
1998-02-01,1,1,1998,2,0.88
1998-03-01,1,1,1998,3,0.63
1998-04-01,1,1,1998,4,0.63
1998-05-01,1,1,1998,5,0.68
1998-06-01,1,1,1998,6,0.77
1998-07-01,1,1,1998,7,0.66
1998-08-01,1,1,1998,8,0.65
1998-09-01,1,1,1998,9,0.42
1998-10-01,1,1,1998,10,0.41
1998-11-01,1,1,1998,11,0.43
1998-12-01,1,1,1998,12,0.55
1999-01-01,1,1,1999,1,0.48
1999-02-01,1,1,1999,2,0.64
1999-03-01,1,1,1999,3,0.32
1999-04-01,1,1,1999,4,0.32
1999-05-01,1,1,1999,5,0.26
1999-06-01,1,1,1999,6,0.36
1999-07-01,1,1,1999,7,0.38
1999-08-01,1,1,1999,8,0.31
1999-09-01,1,1,1999,9,0.38
1999-10-01,1,1,1999,10,0.34
1999-11-01,1,1,1999,11,0.37
1999-12-01,1,1,1999,12,0.41
2000-01-01,1,1,2000,1,0.25
2000-02-01,1,1,2000,2,0.56
2000-03-01,1,1,2000,3,0.55
2000-04-01,1,1,2000,4,0.57
2000-05-01,1,1,2000,5,0.36
2000-06-01,1,1,2000,6,0.4
2000-07-01,1,1,2000,7,0.39
2000-08-01,1,1,2000,8,0.42
2000-09-01,1,1,2000,9,0.39
2000-10-01,1,1,2000,10,0.26
2000-11-01,1,1,2000,11,0.3
2000-12-01,1,1,2000,12,0.28
2001-01-01,1,1,2001,1,0.45
2001-02-01,1,1,2001,2,0.44
2001-03-01,1,1,2001,3,0.55
2001-04-01,1,1,2001,4,0.5
2001-05-01,1,1,2001,5,0.57
2001-06-01,1,1,2001,6,0.52
2001-07-01,1,1,2001,7,0.59
2001-08-01,1,1,2001,8,0.49
2001-09-01,1,1,2001,9,0.52
2001-10-01,1,1,2001,10,0.5
2001-11-01,1,1,2001,11,0.72
2001-12-01,1,1,2001,12,0.56
2002-01-01,1,1,2002,1,0.77
2002-02-01,1,1,2002,2,0.79
2002-03-01,1,1,2002,3,0.88
2002-04-01,1,1,2002,4,0.58
2002-05-01,1,1,2002,5,0.65
2002-06-01,1,1,2002,6,0.53
2002-07-01,1,1,2002,7,0.61
2002-08-01,1,1,2002,8,0.53
2002-09-01,1,1,2002,9,0.63
2002-10-01,1,1,2002,10,0.54
2002-11-01,1,1,2002,11,0.59
2002-12-01,1,1,2002,12,0.44
2003-01-01,1,1,2003,1,0.75
2003-02-01,1,1,2003,2,0.58
2003-03-01,1,1,2003,3,0.59
2003-04-01,1,1,2003,4,0.55
2003-05-01,1,1,2003,5,0.61
2003-06-01,1,1,2003,6,0.48
2003-07-01,1,1,2003,7,0.58
2003-08-01,1,1,2003,8,0.64
2003-09-01,1,1,2003,9,0.62
2003-10-01,1,1,2003,10,0.72
2003-11-01,1,1,2003,11,0.53
2003-12-01,1,1,2003,12,0.75
2004-01-01,1,1,2004,1,0.58
2004-02-01,1,1,2004,2,0.72
2004-03-01,1,1,2004,3,0.63
2004-04-01,1,1,2004,4,0.61
2004-05-01,1,1,2004,5,0.37
2004-06-01,1,1,2004,6,0.44
2004-07-01,1,1,2004,7,0.26
2004-08-01,1,1,2004,8,0.45
2004-09-01,1,1,2004,9,0.5
2004-10-01,1,1,2004,10,0.6
2004-11-01,1,1,2004,11,0.72
2004-12-01,1,1,2004,12,0.5
2005-01-01,1,1,2005,1,0.74
2005-02-01,1,1,2005,2,0.6
2005-03-01,1,1,2005,3,0.74
2005-04-01,1,1,2005,4,0.67
2005-05-01,1,1,2005,5,0.63
2005-06-01,1,1,2005,6,0.64
2005-07-01,1,1,2005,7,0.61
2005-08-01,1,1,2005,8,0.6
2005-09-01,1,1,2005,9,0.71
2005-10-01,1,1,2005,10,0.75
2005-11-01,1,1,2005,11,0.74
2005-12-01,1,1,2005,12,0.68
2006-01-01,1,1,2006,1,0.56
2006-02-01,1,1,2006,2,0.73
2006-03-01,1,1,2006,3,0.63
2006-04-01,1,1,2006,4,0.47
2006-05-01,1,1,2006,5,0.48
2006-06-01,1,1,2006,6,0.66
2006-07-01,1,1,2006,7,0.54
2006-08-01,1,1,2006,8,0.71
2006-09-01,1,1,2006,9,0.65
2006-10-01,1,1,2006,10,0.7
2006-11-01,1,1,2006,11,0.74
2006-12-01,1,1,2006,12,0.79
2007-01-01,1,1,2007,1,1.02
2007-02-01,1,1,2007,2,0.7
2007-03-01,1,1,2007,3,0.73
2007-04-01,1,1,2007,4,0.76
2007-05-01,1,1,2007,5,0.69
2007-06-01,1,1,2007,6,0.61
2007-07-01,1,1,2007,7,0.6
2007-08-01,1,1,2007,8,0.6
2007-09-01,1,1,2007,9,0.6
2007-10-01,1,1,2007,10,0.58
2007-11-01,1,1,2007,11,0.59
2007-12-01,1,1,2007,12,0.5
2008-01-01,1,1,2008,1,0.3
2008-02-01,1,1,2008,2,0.38
2008-03-01,1,1,2008,3,0.74
2008-04-01,1,1,2008,4,0.54
2008-05-01,1,1,2008,5,0.49
2008-06-01,1,1,2008,6,0.49
2008-07-01,1,1,2008,7,0.6
2008-08-01,1,1,2008,8,0.46
2008-09-01,1,1,2008,9,0.61
2008-10-01,1,1,2008,10,0.67
2008-11-01,1,1,2008,11,0.69
2008-12-01,1,1,2008,12,0.54
2009-01-01,1,1,2009,1,0.64
2009-02-01,1,1,2009,2,0.53
2009-03-01,1,1,2009,3,0.54
2009-04-01,1,1,2009,4,0.61
2009-05-01,1,1,2009,5,0.65
2009-06-01,1,1,2009,6,0.64
2009-07-01,1,1,2009,7,0.74
2009-08-01,1,1,2009,8,0.68
2009-09-01,1,1,2009,9,0.72
2009-10-01,1,1,2009,10,0.65
2009-11-01,1,1,2009,11,0.79
2009-12-01,1,1,2009,12,0.67
2010-01-01,1,1,2010,1,0.75
2010-02-01,1,1,2010,2,0.83
2010-03-01,1,1,2010,3,0.92
2010-04-01,1,1,2010,4,0.85
2010-05-01,1,1,2010,5,0.76
2010-06-01,1,1,2010,6,0.68
2010-07-01,1,1,2010,7,0.63
2010-08-01,1,1,2010,8,0.67
2010-09-01,1,1,2010,9,0.63
2010-10-01,1,1,2010,10,0.71
2010-11-01,1,1,2010,11,0.82
2010-12-01,1,1,2010,12,0.45
2011-01-01,1,1,2011,1,0.52
2011-02-01,1,1,2011,2,0.48
2011-03-01,1,1,2011,3,0.65
2011-04-01,1,1,2011,4,0.65
2011-05-01,1,1,2011,5,0.53
2011-06-01,1,1,2011,6,0.63
2011-07-01,1,1,2011,7,0.71
2011-08-01,1,1,2011,8,0.74
2011-09-01,1,1,2011,9,0.57
2011-10-01,1,1,2011,10,0.66
2011-11-01,1,1,2011,11,0.59
2011-12-01,1,1,2011,12,0.61
2012-01-01,1,1,2012,1,0.49
2012-02-01,1,1,2012,2,0.49
2012-03-01,1,1,2012,3,0.58
2012-04-01,1,1,2012,4,0.72
2012-05-01,1,1,2012,5,0.78
2012-06-01,1,1,2012,6,0.65
2012-07-01,1,1,2012,7,0.58
2012-08-01,1,1,2012,8,0.65
2012-09-01,1,1,2012,9,0.72
2012-10-01,1,1,2012,10,0.79
2012-11-01,1,1,2012,11,0.78
2012-12-01,1,1,2012,12,0.53
2013-01-01,1,1,2013,1,0.71
2013-02-01,1,1,2013,2,0.62
2013-03-01,1,1,2013,3,0.67
2013-04-01,1,1,2013,4,0.54
2013-05-01,1,1,2013,5,0.61
2013-06-01,1,1,2013,6,0.69
2013-07-01,1,1,2013,7,0.6
2013-08-01,1,1,2013,8,0.69
2013-09-01,1,1,2013,9,0.77
2013-10-01,1,1,2013,10,0.69
2013-11-01,1,1,2013,11,0.83
2013-12-01,1,1,2013,12,0.7
2014-01-01,1,1,2014,1,0.76
2014-02-01,1,1,2014,2,0.55
2014-03-01,1,1,2014,3,0.78
2014-04-01,1,1,2014,4,0.8
2014-05-01,1,1,2014,5,0.86
2014-06-01,1,1,2014,6,0.67
2014-07-01,1,1,2014,7,0.58
2014-08-01,1,1,2014,8,0.83
2014-09-01,1,1,2014,9,0.87
2014-10-01,1,1,2014,10,0.81
2014-11-01,1,1,2014,11,0.67
2014-12-01,1,1,2014,12,0.79
2015-01-01,1,1,2015,1,0.86
2015-02-01,1,1,2015,2,0.9
2015-03-01,1,1,2015,3,0.96
2015-04-01,1,1,2015,4,0.76
2015-05-01,1,1,2015,5,0.8
2015-06-01,1,1,2015,6,0.81
2015-07-01,1,1,2015,7,0.73
2015-08-01,1,1,2015,8,0.81
2015-09-01,1,1,2015,9,0.85
2015-10-01,1,1,2015,10,1.09
2015-11-01,1,1,2015,11,1.06
2015-12-01,1,1,2015,12,1.16
2016-01-01,1,1,2016,1,1.17
2016-02-01,1,1,2016,2,1.37
2016-03-01,1,1,2016,3,1.36
2016-04-01,1,1,2016,4,1.11
2016-05-01,1,1,2016,5,0.95
2016-06-01,1,1,2016,6,0.8
2016-07-01,1,1,2016,7,0.84
2016-08-01,1,1,2016,8,1.02
2016-09-01,1,1,2016,9,0.91
2016-10-01,1,1,2016,10,0.89
2016-11-01,1,1,2016,11,0.92
2016-12-01,1,1,2016,12,0.87
2017-01-01,1,1,2017,1,1.02
2017-02-01,1,1,2017,2,1.14
2017-03-01,1,1,2017,3,1.16
2017-04-01,1,1,2017,4,0.94
2017-05-01,1,1,2017,5,0.91
2017-06-01,1,1,2017,6,0.72
2017-07-01,1,1,2017,7,0.82
2017-08-01,1,1,2017,8,0.87
2017-09-01,1,1,2017,9,0.77
2017-10-01,1,1,2017,10,0.9
2017-11-01,1,1,2017,11,0.88
2017-12-01,1,1,2017,12,0.94
2018-01-01,1,1,2018,1,0.82
2018-02-01,1,1,2018,2,0.84
2018-03-01,1,1,2018,3,0.88
2018-04-01,1,1,2018,4,0.89
2018-05-01,1,1,2018,5,0.83
2018-06-01,1,1,2018,6,0.78
2018-07-01,1,1,2018,7,0.83
2018-08-01,1,1,2018,8,0.77
2018-09-01,1,1,2018,9,0.8
2018-10-01,1,1,2018,10,1.02
2018-11-01,1,1,2018,11,0.82
2018-12-01,1,1,2018,12,0.92
2019-01-01,1,1,2019,1,0.93
2019-02-01,1,1,2019,2,0.95
2019-03-01,1,1,2019,3,1.17
2019-04-01,1,1,2019,4,1.02
2019-05-01,1,1,2019,5,0.85
2019-06-01,1,1,2019,6,0.91
2019-07-01,1,1,2019,7,0.94
2019-08-01,1,1,2019,8,0.95
2019-09-01,1,1,2019,9,0.93
2019-10-01,1,1,2019,10,1.01
2019-11-01,1,1,2019,11,0.99
2019-12-01,1,1,2019,12,1.09
2020-01-01,1,1,2020,1,1.17
2020-02-01,1,1,2020,2,1.25
2020-03-01,1,1,2020,3,1.17
2020-04-01,1,1,2020,4,1.14
2020-05-01,1,1,2020,5,1.02
2020-06-01,1,1,2020,6,0.92
2020-07-01,1,1,2020,7,0.9
2020-08-01,1,1,2020,8,0.88
2020-09-01,1,1,2020,9,0.99
2020-10-01,1,1,2020,10,0.89
2020-11-01,1,1,2020,11,1.11
2020-12-01,1,1,2020,12,0.82
2021-01-01,1,1,2021,1,0.82
2021-02-01,1,1,2021,2,0.64
2021-03-01,1,1,2021,3,0.89
2021-04-01,1,1,2021,4,0.76
2021-05-01,1,1,2021,5,0.79
2021-06-01,1,1,2021,6,0.85
2021-07-01,1,1,2021,7,0.92
2021-08-01,1,1,2021,8,0.82
2021-09-01,1,1,2021,9,0.93
2021-10-01,1,1,2021,10,1.0
2021-11-01,1,1,2021,11,0.94
2021-12-01,1,1,2021,12,0.87
2022-01-01,1,1,2022,1,0.91
2022-02-01,1,1,2022,2,0.9
2022-03-01,1,1,2022,3,1.06
2022-04-01,1,1,2022,4,0.84
2022-05-01,1,1,2022,5,0.85
2022-06-01,1,1,2022,6,0.93
2022-07-01,1,1,2022,7,0.94
2022-08-01,1,1,2022,8,0.96
2022-09-01,1,1,2022,9,0.9
2022-10-01,1,1,2022,10,0.97
2022-11-01,1,1,2022,11,0.72
2022-12-01,1,1,2022,12,0.81
2023-01-01,1,1,2023,1,0.87
2023-02-01,1,1,2023,2,NULL
2023-03-01,1,1,2023,3,NULL
2023-04-01,1,1,2023,4,NULL
2023-05-01,1,1,2023,5,NULL
2023-06-01,1,1,2023,6,NULL
2023-07-01,1,1,2023,7,NULL
2023-08-01,1,1,2023,8,NULL
2023-09-01,1,1,2023,9,NULL
2023-10-01,1,1,2023,10,NULL
2023-11-01,1,1,2023,11,NULL
2023-12-01,1,1,2023,12,NULL
